znacka,model,cena,rok,stav,najeto,palivo,vykon,prevodovka
Toyota,Avensis,50000,2009,Ojeté,299420,Nafta,130,Manuální
Škoda,Fabia,110000,2017,Ojeté,223860,Benzín,66,Manuální
Škoda,Octavia,250000,2013,Ojeté,166621,Nafta,110,Automatická
Škoda,Fabia,210000,2016,Ojeté,104191,Benzín,66,Manuální
Dodge,Ram,1149000,2019,Ojeté,135000,Benzín,295,Automatická
Honda,HR-V,619800,2026,Nové,8,Benzín,96,Automatická
Ford,Kuga,360000,2018,Ojeté,99287,Benzín,110,Manuální
Kia,Stonic,457000,2025,Nové,1,Benzín,74,Manuální
Hyundai,i20,170000,2017,Ojeté,124155,Benzín,55,Manuální
Hyundai,i20,315000,2022,Ojeté,52728,Benzín,74,Manuální
Škoda,Scala,410000,2024,Ojeté,28621,Benzín,85,Manuální
Škoda,Octavia,125000,2011,Ojeté,252014,Nafta,125,Automatická
Hyundai,Tucson,470000,2021,Ojeté,45976,Benzín,110,Manuální
Škoda,Scala,400000,2024,Ojeté,22192,Benzín,85,Manuální
Dacia,Duster,270000,2018,Ojeté,28168,Benzín,92,Manuální
Volkswagen,Golf,290000,2015,Ojeté,188878,Nafta,135,Manuální
Ford,Puma,480000,2023,Ojeté,60,Benzín,114,Automatická
Dacia,Duster,260000,2019,Ojeté,39333,Benzín,74,Manuální
Škoda,Karoq,430000,2021,Ojeté,140726,Benzín,110,Manuální
Ford,Kuga,300000,2017,Ojeté,108217,Nafta,88,Manuální
Hyundai,ix20,100000,2015,Ojeté,174398,Nafta,57,Manuální
Kia,Cee´d,320000,2019,Ojeté,55478,Benzín,103,Manuální
Kia,Niro EV,430000,2020,Ojeté,105988,Elektro,150,Automatická
Hyundai,Ioniq 5,859000,2023,Ojeté,22985,Elektro,168,
Nissan,X-Trail,338800,2017,Ojeté,177000,Nafta,96,Manuální
Peugeot,406,20000,2002,Ojeté,437000,Nafta,,Manuální
Škoda,Fabia,520000,2025,,6815,Benzín,85,Automatická
Honda,HR-V,619700,2026,Nové,7,Hybridní,96,Automatická
Škoda,Octavia,190000,2011,Ojeté,295000,Nafta,125,Manuální
Škoda,Octavia,579999,2021,Ojeté,96950,Nafta,110,Automatická
Honda,HR-V,644800,2026,Nové,11,Hybridní,96,Automatická
Škoda,Fabia,245000,2021,Ojeté,169400,Benzín,70,Manuální
Porsche,911,3990000,2021,Ojeté,54123,Benzín,375,Automatická
Volkswagen,Golf,99000,2006,Ojeté,185000,Benzín,147,Manuální
Opel,Agila,35000,2006,Ojeté,100116,Benzín,44,Manuální
Volkswagen,Arteon,409000,2019,Ojeté,187680,Benzín,110,Automatická
Hyundai,Getz,60000,2008,Ojeté,100660,Nafta,65,Manuální
Kia,Niro EV,450000,2020,Ojeté,104201,Elektro,150,Automatická
Land Rover,Range Rover Evoque,1489000,2025,Nové,0,Nafta,120,Automatická
SWM,G1 PRO,559000,2025,Nové,27,Benzín,98,Manuální
Škoda,Superb,549999,2020,Ojeté,139229,Nafta,140,Automatická
SWM,G3F TIGER,479000,2025,Nové,15,Benzín,81,Manuální
Hyundai,Tucson,709990,2025,Nové,5,Benzín,118,Manuální
Škoda,Kodiaq,549999,2020,Ojeté,160383,Nafta,110,Automatická
Ford,Tourneo Custom,1099000,2024,Ojeté,21000,Nafta,110,Manuální
Hyundai,i30,439000,2024,,7200,Benzín,71,Manuální
SWM,G1F,549000,2025,Ojeté,3300,Benzín,98,Manuální
SWM,G5 PRO,569000,2025,Nové,679,Benzín,102,Manuální
SWM,G5 PRO,579000,2025,Nové,5,Benzín,102,Manuální
SWM,G1F,579000,2025,Ojeté,30,Benzín,98,Manuální
SWM,G5 PRO,579000,2025,Nové,19,Benzín,102,Manuální
Volvo,V60,999000,2024,Ojeté,10930,Hybridní,257,Automatická
Škoda,Kodiaq,729999,2022,Ojeté,125523,Nafta,110,Automatická
Hyundai,Kona,899000,2025,,4000,Elektro,150,Automatická
Hyundai,Santa Fe,1399000,2025,,4000,Hybridní,118,Automatická
Volkswagen,Passat,399999,2019,Ojeté,145682,Benzín,110,Automatická
SWM,G1 PRO,559000,2025,Nové,5,Benzín,98,Manuální
Hyundai,i10,472890,2025,Nové,5,Benzín,,Manuální
Ford,Focus,299000,2020,Ojeté,59000,Benzín,74,Manuální
Volvo,S90,1079000,2024,Ojeté,21490,Hybridní,335,Automatická
Volkswagen,Tiguan Allspace,779999,2022,Ojeté,92060,Benzín,140,Automatická
Volkswagen,Arteon Shooting Brake,599999,2021,Ojeté,148706,Nafta,110,Automatická
Škoda,Kodiaq,759999,2022,Ojeté,142784,Nafta,110,Automatická
Volkswagen,Tiguan,649999,2021,Ojeté,134228,Nafta,110,Manuální
Škoda,Kodiaq,619999,2022,Ojeté,151126,Nafta,110,Automatická
Volkswagen,Golf,499999,2022,Ojeté,120849,Benzín,96,Manuální
Volkswagen,Tiguan,629999,2021,Ojeté,115330,Benzín,110,Automatická
Škoda,Kodiaq,599999,2020,Ojeté,101548,Benzín,110,Automatická
Škoda,Superb,649999,2023,Ojeté,134673,Nafta,110,Automatická
Škoda,Kodiaq,729999,2022,Ojeté,120054,Nafta,110,Automatická
Land Rover,Discovery,1299000,2022,Ojeté,70000,Nafta,221,Automatická
Kia,XCee´d,599000,2025,Nové,1,Benzín,110,Automatická
Škoda,Superb,449999,2020,Ojeté,150296,Nafta,110,Automatická
Škoda,Superb,499999,2020,Ojeté,152663,Nafta,140,Automatická
Volkswagen,Tiguan Allspace,749999,2022,Ojeté,135953,Nafta,147,Automatická
Jaecoo,7,765000,2025,Nové,10,Benzín,108,Automatická
Škoda,Karoq,649999,2022,Ojeté,98814,Nafta,110,Automatická
Škoda,Kodiaq,649999,2023,Ojeté,137160,Benzín,110,Automatická
Jaecoo,7,749000,2025,Nové,4000,Benzín,108,Automatická
Volkswagen,Tiguan,649999,2022,Ojeté,146871,Nafta,110,Automatická
Jaecoo,7,659000,2025,Nové,10,Benzín,108,Automatická
SWM,G1 PRO,759000,2026,Nové,10,Benzín,133,Automatická
Volkswagen,Tiguan Allspace,749999,2022,Ojeté,147651,Nafta,110,Automatická
Hyundai,Bayon,449000,2025,,2000,Benzín,74,Manuální
Škoda,Octavia,589999,2022,Ojeté,96448,Nafta,110,Automatická
Jaecoo,7,849000,2026,Nové,15,Hybridní,255,Automatická
Ford,Mondeo,137000,2010,Ojeté,262300,Nafta,120,Manuální
Jaecoo,7,659000,2025,Nové,10,Benzín,108,Automatická
Omoda,5,569000,2025,Nové,11,Benzín,108,Automatická
Škoda,Superb,589999,2023,Ojeté,145464,Nafta,147,Automatická
Hyundai,Tucson,739000,2025,,10000,Benzín,118,Automatická
Ford,Tourneo Custom,1399000,2025,Ojeté,18000,Nafta,125,Automatická
Mercedes-Benz,GLE,799000,2018,Ojeté,142625,Nafta,190,Automatická
Jaecoo,5,738000,2025,,10,Benzín,108,Automatická
Toyota,C-HR,449000,2018,Ojeté,120000,Benzín,,Automatická
Mercedes-Benz,CLA,639000,2022,Ojeté,67600,Hybridní,118,Automatická
Škoda,Karoq,519999,2020,Ojeté,135610,Nafta,110,Manuální
Hyundai,i20,469000,2025,,2000,Benzín,74,Manuální
Hyundai,ix20,199000,2016,Ojeté,68923,Benzín,92,Manuální
Hyundai,Kona,619000,2025,,2140,Benzín,102,Manuální
Hyundai,Tucson,899000,2025,,5500,Benzín,118,Automatická
Honda,ZR-V,779700,2026,Nové,8,Hybridní,135,Automatická
Mazda,MX-5,97000,1999,Ojeté,129000,Benzín,81,Manuální
Honda,ZR-V,769700,2026,Nové,8,Hybridní,135,Automatická
Honda,ZR-V,779700,2026,Nové,11,Benzín,135,Automatická
Volkswagen,Touran,85000,2008,Ojeté,234000,Nafta,103,Manuální
Škoda,Superb,120000,2008,Ojeté,240291,Nafta,103,Manuální
Honda,CR-V,999800,2026,Nové,8,Hybridní,135,Automatická
Honda,CR-V,1059800,2026,Nové,7,Benzín,135,Automatická
Honda,CR-V,1039800,2026,Nové,11,Hybridní,135,Automatická
Opel,Combo,283000,2021,Ojeté,153400,Benzín,81,Manuální
Opel,Insignia,150000,2016,Ojeté,213000,Nafta,125,Manuální
Ford,Tourneo Custom,1490000,2026,Nové,10,Nafta,125,Automatická
Škoda,Fabia,249900,2019,Ojeté,66868,Benzín,70,Manuální
Hyundai,i30,190000,2013,Ojeté,76000,Benzín,88,Manuální
Honda,ZR-V,817700,2026,Nové,11,Benzín,135,Automatická
Honda,CR-V,1007700,2026,Nové,11,Hybridní,135,Automatická
Honda,ZR-V,799800,2026,Nové,9,Hybridní,135,Automatická
Honda,ZR-V,839800,2026,Nové,10,Benzín,135,Automatická
Honda,CR-V,999800,2026,Nové,11,Benzín,135,Automatická
Volvo,XC60,1199000,2026,Nové,0,Benzín,184,Automatická
Honda,ZR-V,809700,2026,Nové,8,Benzín,135,Automatická
Honda,CR-V,1022700,2026,Nové,9,Benzín,135,Automatická
Honda,CR-V,1117700,2026,Nové,15,Hybridní,135,Automatická
Škoda,Fabia,319000,2022,Ojeté,56000,Benzín,,Manuální
Škoda,Octavia,89000,2012,Ojeté,271150,Nafta,77,Manuální
Dodge,Ram,999000,2019,Ojeté,193000,Benzín,295,Automatická
Mercedes-Benz,GLE,1399000,2023,Ojeté,60720,Nafta,200,Automatická
Renault,Captur,349000,2022,Ojeté,52000,LPG + benzín,67,Manuální
Honda,CR-V,1062600,2026,Nové,11,Hybridní,135,Automatická
BMW,Řada 3,750000,2023,Ojeté,94000,Hybridní,215,Automatická
BMW,X5,999000,2019,Ojeté,95000,Nafta,195,Automatická
Renault,Mégane,99990,2010,Ojeté,41065,Benzín,81,Manuální
BMW,Řada 5,630000,2019,Ojeté,140000,Nafta,,Automatická
Mazda,3,159999,2015,Ojeté,340000,Benzín,88,Manuální
Hyundai,i20,205000,2020,Ojeté,95654,Benzín,55,Manuální
Ford,Kuga,480000,2021,Ojeté,55500,Benzín,110,Manuální
Škoda,Octavia,339000,2020,Ojeté,155400,Nafta,85,Manuální
Škoda,Octavia,296450,2017,Ojeté,176000,Nafta,110,Automatická
Honda,CR-V,1099900,2026,Nové,8,Hybridní,135,Automatická
Honda,CR-V,1117700,2026,Nové,11,Benzín,135,Automatická
Honda,CR-V,1132700,2026,Nové,11,Benzín,135,Automatická
Škoda,Octavia,418000,2018,Ojeté,92765,Benzín,110,Automatická
Honda,CR-V,1077700,2026,Nové,12,Benzín,135,Automatická
Opel,Insignia,479000,2017,Ojeté,91999,Benzín,191,Automatická
Fiat,Panda,177777,2021,Ojeté,112100,Benzín,51,Manuální
Nissan,Qashqai,299999,2014,Ojeté,136000,Nafta,96,Automatická
Jeep,Renegade,349943,2015,Ojeté,90241,Benzín,125,Automatická
Nissan,Micra,149000,2017,Ojeté,108000,Benzín,59,Manuální
Honda,Jazz,279972,2015,Ojeté,83760,Benzín,75,Automatická
Hyundai,ix35,259952,2012,Ojeté,153170,Benzín,122,Automatická
SsangYong,Tivoli,332233,2018,Ojeté,22120,Benzín,94,Manuální
Hyundai,Tucson,379973,2016,Ojeté,103980,Benzín,130,Manuální
Škoda,Rapid,169961,2015,Ojeté,199900,Benzín,77,Manuální
Škoda,Fabia,129921,2015,Ojeté,138000,Benzín,63,Manuální
Mercedes-Benz,Třídy C,119000,2005,Ojeté,179990,Benzín,105,Manuální
Peugeot,5008,119911,2013,Ojeté,157000,Benzín,88,Manuální
Opel,Astra,149941,2013,Ojeté,89999,Benzín,103,Manuální
Kia,Rio,168861,2017,Ojeté,149999,Benzín,61,Manuální
Mercedes-Benz,Třídy C,288882,2015,Ojeté,185000,Nafta,100,Automatická
Audi,A5,199999,2011,Ojeté,180000,Nafta,125,Manuální
Ford,Galaxy,159959,2008,Ojeté,139527,Benzín,107,Manuální
Mitsubishi,Eclipse Cross,559955,2022,Ojeté,66200,Hybridní,138,Automatická
Ford,Kuga,179971,2012,Ojeté,185000,Nafta,120,Manuální
Kia,EV3,949000,2025,Nové,1,Elektro,150,Automatická
BMW,Řada 3,139000,2008,Ojeté,209270,Benzín,105,Manuální
Volkswagen,Passat Variant,43000,2006,Ojeté,275700,Nafta,103,Manuální
Hyundai,ix35,299992,2015,Ojeté,97000,Benzín,122,Automatická
Volvo,XC90,819000,2021,Ojeté,109000,Nafta,173,Automatická
Hyundai,i30,450000,2024,Ojeté,10273,Benzín,74,Automatická
Ford,Fiesta,149941,2015,Ojeté,118000,Benzín,59,Manuální
Peugeot,3008,339000,2019,Ojeté,67000,Benzín,96,Manuální
Škoda,Octavia,190000,2014,Ojeté,157730,Nafta,77,Manuální
Hyundai,i30,120000,2013,Ojeté,235879,Benzín,88,Manuální
Renault,Thalia,34000,2012,Ojeté,210000,Benzín,55,Manuální
Škoda,Octavia,900000,2024,Ojeté,29119,Benzín,195,Automatická
Škoda,Karoq,620000,2022,Ojeté,110213,Nafta,110,Automatická
Dacia,Duster,319913,2019,Ojeté,129500,Nafta,85,Manuální
BMW,X1,369000,2016,Ojeté,121965,Nafta,110,Manuální
Opel,Mokka,288882,2017,Ojeté,98000,Benzín,103,Manuální
Mercedes-Benz,Třídy A,320000,2014,Ojeté,148500,Nafta,100,Automatická
BMW,Řada 5,279000,2006,Ojeté,241000,Benzín,270,Automatická
Škoda,Fabia,119000,2011,Ojeté,163000,Benzín,77,Automatická
Volvo,V60,159951,2010,Ojeté,258000,Nafta,120,Manuální
Škoda,Karoq,480000,2019,Ojeté,62452,Benzín,110,Manuální
Hyundai,ix35,299992,2015,Ojeté,105500,Nafta,135,Automatická
Toyota,Proace City Verso,470000,2021,Ojeté,114300,Nafta,96,Manuální
Volkswagen,Touareg,769000,2020,Ojeté,122500,Nafta,170,Automatická
Ford,S-MAX,539000,2022,Ojeté,147499,Hybridní,140,Automatická
Ford,Focus,279000,2019,Ojeté,83643,Benzín,74,Manuální
Ford,F-150,2040000,2021,Ojeté,41000,Benzín,,Automatická
Volkswagen,Golf,589000,2022,Ojeté,121537,Nafta,147,Automatická
Škoda,Fabia,150000,2015,Ojeté,168229,Benzín,66,Manuální
Ford,Kuga,330000,2018,Ojeté,134081,Nafta,110,Manuální
Ford,Fiesta,249900,2018,Ojeté,117202,Benzín,103,Manuální
Ford,S-MAX,639000,2022,Ojeté,127027,Nafta,140,Automatická
Audi,A6,109900,2009,Ojeté,229000,Nafta,140,Automatická
Land Rover,Discovery Sport,1669000,2025,Nové,0,Nafta,150,Automatická
Ford,Focus,40000,2010,Ojeté,293327,Nafta,80,Manuální
Dodge,Durango,790000,2020,Ojeté,147000,Benzín,268,Automatická
Ford,Galaxy,625000,2022,Ojeté,140942,Nafta,110,Automatická
Mazda,CX-30,435000,2021,Ojeté,119413,Benzín,90,Manuální
Volkswagen,Touran,529000,2020,Ojeté,134060,Nafta,110,Automatická
Hyundai,Tucson,520000,2022,Ojeté,30260,Benzín,110,Manuální
Volkswagen,Golf,146000,2011,Ojeté,143723,Benzín,63,Manuální
Volkswagen,Golf,230000,2015,Ojeté,92089,Benzín,77,Manuální
Renault,Mégane,80000,2011,Ojeté,228294,Nafta,96,Manuální
Land Rover,Range Rover Evoque,1439000,2026,Nové,0,Nafta,120,Automatická
Smart,Fortwo,129990,2010,Ojeté,111059,Benzín,62,Automatická
Volkswagen,Golf Plus,80000,2006,Ojeté,227716,Nafta,77,Manuální
Dacia,Duster,260000,2020,Ojeté,87089,LPG + benzín,74,Manuální
Volkswagen,Passat,388999,2019,Ojeté,173834,Nafta,140,Automatická
Audi,A3,289190,2015,Ojeté,172500,Nafta,81,Automatická
Volkswagen,ID.3,429000,2020,Ojeté,113421,Elektro,150,Automatická
Škoda,Fabia,85000,2016,Ojeté,334647,Nafta,66,Manuální
Mercedes-Benz,Třídy C,669990,2016,Ojeté,87510,Nafta,125,Automatická
Škoda,Octavia,88800,2006,Ojeté,117307,Benzín,75,Manuální
Volkswagen,Golf,429999,2021,Ojeté,59151,Benzín,96,Manuální
Volkswagen,Golf,90000,2011,Ojeté,245580,Nafta,77,Manuální
Hyundai,Tucson,600000,2022,Ojeté,95254,Benzín,132,Automatická
Dacia,Duster,320000,2019,Ojeté,88339,Benzín,96,Manuální
Škoda,Octavia,100000,2012,Ojeté,273900,Nafta,77,Manuální
Škoda,Fabia,270000,2018,Ojeté,80851,Benzín,81,Manuální
BMW,Řada 3,480000,2020,Ojeté,172500,Nafta,140,Automatická
BMW,i3,469990,2019,Ojeté,48452,Elektro,135,Automatická
Alfa Romeo,Spider,129000,1996,Ojeté,112000,Benzín,110,Manuální
BMW,Řada 5,269999,1992,Ojeté,116749,Benzín,141,Manuální
Mercedes-Benz,Třídy S,179990,2007,Ojeté,293030,Nafta,173,Automatická
Škoda,Octavia,349900,2022,Ojeté,148500,Benzín,110,Manuální
BMW,Řada 5,175000,2006,Ojeté,357000,Nafta,170,Automatická
Škoda,Octavia,200000,2014,Ojeté,140915,Nafta,77,Manuální
Mercedes-Benz,Třídy B,78000,2009,Ojeté,234072,Nafta,80,Automatická
MG,ZS,394000,2024,Ojeté,36334,Benzín,82,Automatická
Mercedes-Benz,CLA,770000,2022,Ojeté,23089,Benzín,100,Automatická
MG,ZS,423000,2025,,3522,Benzín,78,Manuální
BMW,X5,1299000,2020,Ojeté,125000,Nafta,294,Automatická
Ford,Puma,796900,2026,Nové,17,Elektro,123,Automatická
MG,ZS,480000,2025,,20207,Benzín,85,Manuální
Volkswagen,Golf,188000,2013,Ojeté,155920,Benzín,77,Manuální
Audi,A6,1035000,2023,Ojeté,40221,Nafta,150,Automatická
Ford,Ranger,285000,2015,Ojeté,400000,Nafta,,Manuální
Volkswagen,Caddy,388000,2019,Ojeté,178531,Nafta,75,Automatická
Škoda,Octavia,730000,2023,Ojeté,32950,Nafta,147,Automatická
Audi,RS3,1390000,2023,Ojeté,23000,Benzín,294,Automatická
Ford,Focus,155000,2018,Ojeté,111600,Benzín,92,Manuální
Škoda,Roomster,99000,2010,Ojeté,210414,Benzín,63,Manuální
Hyundai,i30,140000,2015,Ojeté,222648,Nafta,81,Manuální
Škoda,Kamiq,369900,2023,Ojeté,69800,Benzín,70,Manuální
Škoda,Octavia,249000,2019,Ojeté,192882,Benzín,85,Manuální
Škoda,Fabia,215000,2018,Ojeté,124610,Benzín,66,Manuální
MG,ZS,400000,2023,Ojeté,12853,Benzín,82,Automatická
Škoda,Karoq,570000,2024,Ojeté,24460,Benzín,110,Manuální
Škoda,Octavia,145000,2016,Ojeté,314741,Nafta,81,Automatická
Dodge,Challenger,645000,2021,Ojeté,111000,Benzín,227,Automatická
BMW,i3,485089,2019,Ojeté,19500,Elektro,125,Automatická
Škoda,Karoq,500000,2021,Ojeté,93584,Benzín,110,Manuální
Hyundai,i30,330000,2021,Ojeté,84024,Benzín,117,Manuální
Volkswagen,Caddy,214000,2014,Ojeté,133615,Benzín,63,
BMW,Řada 3,390000,2018,Ojeté,190000,Nafta,140,Automatická
Volvo,V60,999000,2024,Ojeté,9274,Hybridní,257,Automatická
Kia,Cee´d,265000,2019,Ojeté,43722,Benzín,73,Manuální
Volkswagen,Tiguan,180000,2015,Ojeté,303771,Nafta,81,Manuální
Škoda,Kodiaq,690000,2021,Ojeté,169172,Benzín,140,Automatická
BMW,i3,415635,2019,Ojeté,69500,Elektro,125,Automatická
Škoda,Kodiaq,790000,2023,Ojeté,71237,Nafta,110,Automatická
Volkswagen,Passat,349000,2018,Ojeté,207340,Nafta,110,Manuální
Mazda,6,519000,2021,Ojeté,118168,Benzín,121,Automatická
Tesla,Model 3,558415,2021,Ojeté,149900,Elektro,,Automatická
Dodge,Ram,999999,2019,Ojeté,173000,Benzín,295,Automatická
Dodge,Ram,1359000,2021,Ojeté,71000,Benzín,295,Automatická
Škoda,Kodiaq,709999,2021,Ojeté,177000,Nafta,147,Automatická
Ford,F-150,1059000,2021,Ojeté,116000,Benzín,294,Automatická
Suzuki,SX4,159000,2008,Ojeté,58500,Benzín,79,Manuální
Škoda,Octavia,239000,2013,Ojeté,146630,Nafta,77,Automatická
Škoda,Superb,489000,2020,Ojeté,107500,Hybridní,115,Automatická
Land Rover,Range Rover,5199000,2026,Nové,0,Benzín,390,Automatická
Škoda,Octavia,285000,2015,Ojeté,195600,Nafta,110,Manuální
Škoda,Octavia,279000,2014,Ojeté,152370,Benzín,103,Automatická
Jeep,Gladiator,1299000,2023,Ojeté,24000,LPG + benzín,210,Automatická
Suzuki,SX4,179000,2013,Ojeté,172780,Benzín,88,Manuální
Volkswagen,Passat,359000,2020,Ojeté,151300,Nafta,88,Automatická
Volvo,XC60,449000,2014,Ojeté,173920,Nafta,158,Automatická
Fiat,Ducato,449000,2017,Ojeté,217000,Nafta,110,Manuální
Land Rover,Defender,2789000,2026,Nové,0,Nafta,257,Automatická
Škoda,Octavia,339000,2017,Ojeté,158800,Nafta,110,Manuální
BMW,i3,490000,2019,Ojeté,49900,Elektro,135,Automatická
Dodge,Ram,1179000,2021,Ojeté,117000,Benzín,295,Automatická
Dodge,Ram,1269000,2020,Ojeté,77000,Benzín,295,Automatická
Volkswagen,Golf,395065,2020,Ojeté,29900,Elektro,100,Automatická
BMW,Řada 3,660000,2022,Ojeté,145000,Hybridní,150,Automatická
Volvo,V90,699000,2018,Ojeté,99530,Nafta,140,Automatická
Dodge,Ram,969000,2018,Ojeté,99000,Benzín,295,Automatická
Mercedes-Benz,Třídy C,499000,2019,Ojeté,162000,Benzín,115,Manuální
Dodge,Charger,1199000,2021,Ojeté,32000,Benzín,362,Automatická
Toyota,Land Cruiser,259000,2006,Ojeté,341000,Nafta,122,Manuální
Jeep,Gladiator,1129000,2020,Ojeté,46000,LPG + benzín,210,Automatická
Dodge,Ram,1199000,2021,Ojeté,92000,Benzín,295,Automatická
Dodge,Ram,1189000,2022,Ojeté,98000,Benzín,295,Automatická
Škoda,Superb,249500,2013,Ojeté,310800,Nafta,125,Automatická
Mercedes-Benz,,999000,2019,Ojeté,125730,Nafta,140,Automatická
BMW,iX,968000,2022,Ojeté,115500,Elektro,240,Automatická
Mercedes-Benz,Třídy V,999000,2019,Ojeté,125727,Nafta,140,Automatická
Toyota,Aygo,180000,2021,Ojeté,65000,Benzín,,Manuální
Dacia,Sandero,335000,2023,Ojeté,33000,LPG + benzín,67,Manuální
Hyundai,Tucson,279900,2018,Ojeté,175000,Nafta,85,Manuální
Škoda,Fabia,80000,2008,Ojeté,159290,Benzín,63,Manuální
Volkswagen,Golf,170000,2012,Ojeté,127943,Benzín,77,Manuální
Škoda,Octavia,129000,2010,Ojeté,115000,Nafta,74,Manuální
Škoda,Fabia,210000,2018,Ojeté,114149,Benzín,70,Manuální
Audi,Q4 e-tron,573000,2022,Ojeté,92585,Elektro,125,Automatická
Škoda,Fabia,160000,2017,Ojeté,182817,Benzín,66,Manuální
Škoda,Octavia,275000,2015,Ojeté,136655,Benzín,110,Manuální
Ford,Focus,40000,2005,Ojeté,324776,Nafta,66,Manuální
Mercedes-Benz,Třídy E,949000,2019,Ojeté,54798,Nafta,143,Automatická
BMW,X2,749000,2021,Ojeté,51000,Nafta,140,Automatická
Mercedes-Benz,Třídy A,759000,2024,Ojeté,21119,Nafta,110,Automatická
Volkswagen,Eos,148000,2008,Ojeté,149000,Nafta,103,Automatická
Hyundai,Tucson,470000,2021,Ojeté,61522,Benzín,110,Manuální
Škoda,Fabia,220000,2018,Ojeté,141937,Nafta,66,Automatická
Škoda,Scala,500000,2024,Ojeté,29013,Benzín,85,Manuální
Volvo,XC40,835000,2026,Ojeté,900,Benzín,120,Automatická
Škoda,Fabia,270000,2022,Ojeté,98818,Benzín,70,Manuální
Mercedes-Benz,GLE,1350000,2022,Ojeté,71500,Nafta,200,Automatická
BMW,Řada 5,1099000,2022,Ojeté,49000,Nafta,210,Automatická
Volkswagen,Tiguan,399990,2016,Ojeté,129000,Nafta,110,Manuální
Hyundai,Tucson,350000,2016,Ojeté,97861,Nafta,85,Manuální
Mazda,CX-5,329990,2016,Ojeté,125327,Benzín,121,Manuální
Škoda,Octavia,70000,2012,Ojeté,377788,Benzín,118,Automatická
Porsche,Taycan,1399000,2023,Ojeté,54425,Elektro,280,Automatická
Toyota,Yaris,179990,2011,Ojeté,119358,Benzín,73,Automatická
Volkswagen,Golf,200000,2016,Ojeté,190689,Nafta,81,Manuální
Volkswagen,Golf,129000,2011,Ojeté,158000,Benzín,77,Manuální
Renault,Trafic,548000,2019,Ojeté,125000,Nafta,89,Manuální
Mini,Cooper,57000,2005,Ojeté,198381,Benzín,85,Manuální
BMW,Řada 8,1649000,2021,Ojeté,27480,Benzín,390,Automatická
Toyota,Yaris,60000,2008,Ojeté,99782,Benzín,51,Manuální
Škoda,Scala,345000,2022,Ojeté,123824,Benzín,81,Manuální
Škoda,Octavia,99990,2009,Ojeté,125227,Benzín,55,Manuální
Ford,Kuga,470000,2023,Ojeté,96126,Benzín,110,Manuální
Škoda,Fabia,199990,2015,Ojeté,109229,Benzín,66,Manuální
Ford,Kuga,710900,2026,Nové,14,Benzín,137,Automatická
Dacia,Duster,280000,2020,Ojeté,78268,LPG + benzín,74,Manuální
Volvo,S90,698000,2022,Ojeté,112057,Nafta,173,Automatická
Škoda,Octavia,80000,2006,Ojeté,280218,Nafta,77,Manuální
BMW,Řada 7,545230,2011,Ojeté,120000,Nafta,228,Automatická
Škoda,Karoq,480000,2018,Ojeté,118470,Benzín,110,Automatická
BMW,X6,1578800,2020,Ojeté,78100,Benzín,390,Automatická
Ford,Focus,30000,2005,Ojeté,222700,Nafta,100,Manuální
Škoda,Karoq,620000,2023,Ojeté,49748,Benzín,110,Manuální
Renault,Mégane,160000,2017,Ojeté,192000,Benzín,97,Manuální
Volkswagen,Passat,139000,2015,Ojeté,495784,Nafta,88,Manuální
Kia,Cee´d,74800,2007,Ojeté,206406,Benzín,90,Automatická
Audi,80,179000,1998,Ojeté,237007,Benzín,110,Automatická
Volvo,S60,979000,2024,Ojeté,20012,Hybridní,335,Automatická
Hyundai,i30,170000,2014,Ojeté,137741,Benzín,88,Manuální
Tesla,Model 3,478000,2020,Ojeté,130000,Elektro,239,Automatická
Volkswagen,Golf,275000,2015,Ojeté,183500,Nafta,110,Automatická
Ford,Puma,358000,2023,Ojeté,85000,Benzín,92,Manuální
Škoda,Fabia,269999,2024,Ojeté,168000,Benzín,59,Manuální
Škoda,Octavia,330000,2014,Ojeté,151309,Nafta,135,Automatická
Opel,Vivaro,349999,2016,Ojeté,127972,Nafta,92,Manuální
Volkswagen,Passat,151250,2013,Ojeté,298000,Nafta,103,Manuální
Hyundai,i30,38990,2011,Ojeté,299236,Nafta,85,Manuální
Škoda,Octavia,80000,2006,Ojeté,153479,Benzín,85,Manuální
Mercedes-Benz,GLE,2560000,2025,Ojeté,4000,Hybridní,145,Automatická
Hyundai,Kona,414000,2020,Ojeté,96300,Elektro,150,Automatická
Kia,EV4,1344980,2026,Nové,1,Elektro,150,Automatická
BMW,X5,1100000,2021,Ojeté,102650,Hybridní,290,Automatická
Land Rover,Range Rover,4299000,2025,,11900,Hybridní,404,Automatická
Land Rover,Range Rover Sport,3149000,2025,,9900,Hybridní,338,Automatická
Ford,Tourneo Custom,1169900,2026,Nové,10,Nafta,110,Manuální
Toyota,Corolla Cross,1079900,2026,Nové,2,Hybridní,131,Automatická
Mercedes-Benz,GLC,838000,2022,Ojeté,132852,Hybridní,155,Automatická
Ford,Transit,438000,2022,Ojeté,225546,Nafta,110,Manuální
Audi,A4 Avant,981310,2024,Ojeté,37900,Nafta,150,Automatická
BMW,Řada 5,288000,2013,Ojeté,161363,Nafta,135,Automatická
Toyota,Corolla Cross,819900,2026,Nové,2,Hybridní,103,Automatická
Toyota,Corolla,799400,2026,Nové,2,Hybridní,103,Automatická
Toyota,Corolla Cross,882900,2026,Nové,2,Hybridní,103,Automatická
